date,province_thai,province_eng,region_thai,region_eng,variable,value
01-06-19,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,437564
01-06-19,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,64022
01-06-19,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,1061379
01-06-19,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,64655
01-06-19,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,61901
01-06-19,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,52726
01-06-19,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,110778
01-06-19,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,21660
01-06-19,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,50676
01-06-19,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,209065
01-06-19,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,48227
01-06-19,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,275731
01-06-19,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,368099
01-06-19,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,67162
01-06-19,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,347860
01-06-19,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,60615
01-06-19,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,32150
01-06-19,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,197284
01-06-19,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,659246
01-06-19,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,25369
01-06-19,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,79635
01-06-19,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,131440
01-06-19,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,146262
01-06-19,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,17017
01-06-19,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,141950
01-06-19,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,19883
01-06-19,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,45953
01-06-19,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,19567
01-06-19,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,54882
01-06-19,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,49696
01-06-19,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,24536
01-06-19,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,68256
01-06-19,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,51017
01-06-19,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,22756
01-06-19,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,185698
01-06-19,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,75654
01-06-19,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,34858
01-06-19,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,427592
01-06-19,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,93944
01-06-19,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,34327
01-06-19,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,47028
01-06-19,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,34336
01-06-19,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,101848
01-06-19,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,26567
01-06-19,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,69586
01-06-19,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,81468
01-06-19,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,21594
01-06-19,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,172223
01-06-19,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,101417
01-06-19,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,66671
01-06-19,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,15844
01-06-19,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,6454
01-06-19,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,11457
01-06-19,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,4821534
01-06-19,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_all,186741
01-06-19,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_all,635178
01-06-19,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_all,334343
01-06-19,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_all,77614
01-06-19,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_all,274396
01-06-19,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_all,64014
01-06-19,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_all,63117
01-06-19,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_all,234108
01-06-19,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_all,152546
01-06-19,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_all,277505
01-06-19,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_all,84837
01-06-19,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_all,291289
01-06-19,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_all,162225
01-06-19,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,717779
01-06-19,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_all,132730
01-06-19,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_all,177583
01-06-19,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,613695
01-06-19,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,470316
01-06-19,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,1541183
01-06-19,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_all,238059
01-06-19,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_all,164839
01-06-19,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_all,232941
01-06-19,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_all,135349
01-06-19,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,724951
01-06-19,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_all,182463
01-06-19,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_all,1181192
01-06-19,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_all,105663
01-06-19,ตรัง,Trang ,ภาคใต้,south,no_tourist_all,94752
01-06-19,ระนอง,Ranong ,ภาคใต้,south,no_tourist_all,64003
01-06-19,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_all,127451
01-06-19,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_all,22668
01-06-19,ยะลา,Yala ,ภาคใต้,south,no_tourist_all,54492
01-06-19,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_all,324718
01-06-19,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_all,51177
01-06-19,กระบี่,Krabi ,ภาคใต้,south,no_tourist_all,541085
01-06-19,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_all,467937
01-06-19,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_all,358485
01-06-19,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_all,383680
01-06-19,สตูล,Satun ,ภาคใต้,south,no_tourist_all,97514
01-06-19,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_all,60458
01-06-19,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,237699
01-06-19,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,753272
01-06-19,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_all,62521
01-06-19,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_all,216622
01-06-19,ตาก,Tak ,ภาคเหนือ,north,no_tourist_all,182675
01-06-19,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,266099
01-06-19,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_all,31987
01-06-19,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_all,175836
01-06-19,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_all,49829
01-06-19,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_all,82772
01-06-19,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_all,82308
01-06-19,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_all,61113
01-06-19,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_all,64821
01-06-19,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_all,55056
01-06-19,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_all,120947
01-06-19,น่าน,Nan ,ภาคเหนือ,north,no_tourist_all,73738
01-06-19,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,55086
01-06-19,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,411152
01-06-19,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,147178
01-06-19,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,89809
01-06-19,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,781814
01-06-19,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,193969
01-06-19,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,56756
01-06-19,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,154745
01-06-19,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,70416
01-06-19,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,185677
01-06-19,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_all,138204
01-06-19,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,99078
01-06-19,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,237819
01-06-19,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,49578
01-06-19,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,313347
01-06-19,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,256352
01-06-19,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,127830
01-06-19,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,56638
01-06-19,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,19714
01-06-19,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,25922
01-06-19,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_thai,2890456
01-06-19,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_thai,185406
01-06-19,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_thai,463432
01-06-19,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_thai,330589
01-06-19,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_thai,77342
01-06-19,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_thai,266285
01-06-19,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_thai,63679
01-06-19,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_thai,62095
01-06-19,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_thai,209622
01-06-19,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_thai,115832
01-06-19,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_thai,209494
01-06-19,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_thai,84647
01-06-19,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_thai,289940
01-06-19,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_thai,157131
01-06-19,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_thai,677702
01-06-19,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_thai,129129
01-06-19,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_thai,174705
01-06-19,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_thai,589475
01-06-19,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_thai,397690
01-06-19,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,784721
01-06-19,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_thai,226915
01-06-19,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_thai,136159
01-06-19,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_thai,232071
01-06-19,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_thai,128275
01-06-19,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,691326
01-06-19,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_thai,164664
01-06-19,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,296803
01-06-19,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_thai,102934
01-06-19,ตรัง,Trang ,ภาคใต้,south,no_tourist_thai,86071
01-06-19,ระนอง,Ranong ,ภาคใต้,south,no_tourist_thai,59443
01-06-19,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_thai,120207
01-06-19,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_thai,22552
01-06-19,ยะลา,Yala ,ภาคใต้,south,no_tourist_thai,4224
01-06-19,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,320509
01-06-19,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_thai,11015
01-06-19,กระบี่,Krabi ,ภาคใต้,south,no_tourist_thai,164162
01-06-19,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,234785
01-06-19,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_thai,81748
01-06-19,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_thai,164863
01-06-19,สตูล,Satun ,ภาคใต้,south,no_tourist_thai,82088
01-06-19,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_thai,58012
01-06-19,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,199713
01-06-19,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,498717
01-06-19,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_thai,61969
01-06-19,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_thai,212617
01-06-19,ตาก,Tak ,ภาคเหนือ,north,no_tourist_thai,181264
01-06-19,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,255884
01-06-19,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_thai,30712
01-06-19,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_thai,173532
01-06-19,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_thai,46272
01-06-19,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_thai,78644
01-06-19,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_thai,78191
01-06-19,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_thai,41266
01-06-19,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_thai,64404
01-06-19,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_thai,54319
01-06-19,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_thai,98335
01-06-19,น่าน,Nan ,ภาคเหนือ,north,no_tourist_thai,71986
01-06-19,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,54761
01-06-19,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,404740
01-06-19,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,145781
01-06-19,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,81318
01-06-19,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,769072
01-06-19,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,190240
01-06-19,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,56133
01-06-19,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,139486
01-06-19,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,69792
01-06-19,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,183165
01-06-19,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_thai,136750
01-06-19,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,97476
01-06-19,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,187131
01-06-19,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,48860
01-06-19,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,301798
01-06-19,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,243772
01-06-19,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,127327
01-06-19,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,55116
01-06-19,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,19094
01-06-19,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,25856
01-06-19,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,1931078
01-06-19,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,1335
01-06-19,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,171746
01-06-19,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,3754
01-06-19,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,272
01-06-19,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,8111
01-06-19,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,335
01-06-19,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,1022
01-06-19,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,24486
01-06-19,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,36714
01-06-19,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,68011
01-06-19,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,190
01-06-19,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,1349
01-06-19,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,5094
01-06-19,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,40077
01-06-19,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,3601
01-06-19,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,2878
01-06-19,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,24220
01-06-19,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,72626
01-06-19,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,756462
01-06-19,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,11144
01-06-19,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,28680
01-06-19,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,870
01-06-19,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,7074
01-06-19,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,33625
01-06-19,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,17799
01-06-19,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,884389
01-06-19,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,2729
01-06-19,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,8681
01-06-19,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,4560
01-06-19,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,7244
01-06-19,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,116
01-06-19,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,50268
01-06-19,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,4209
01-06-19,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,40162
01-06-19,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,376923
01-06-19,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,233152
01-06-19,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,276737
01-06-19,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,218817
01-06-19,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,15426
01-06-19,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,2446
01-06-19,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,37986
01-06-19,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,254555
01-06-19,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,552
01-06-19,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,4005
01-06-19,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,1411
01-06-19,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,10215
01-06-19,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,1275
01-06-19,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,2304
01-06-19,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,3557
01-06-19,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,4128
01-06-19,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,4117
01-06-19,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,19847
01-06-19,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,417
01-06-19,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,737
01-06-19,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,22612
01-06-19,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,1752
01-06-19,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,325
01-06-19,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,6412
01-06-19,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1397
01-06-19,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8491
01-06-19,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,12742
01-06-19,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,3729
01-06-19,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,623
01-06-19,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,15259
01-06-19,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,624
01-06-19,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2512
01-06-19,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,1454
01-06-19,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1602
01-06-19,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,50688
01-06-19,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,718
