date,province_thai,province_eng,region_thai,region_eng,variable,value
01-03-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,33.45
01-03-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,37.03
01-03-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,36.65
01-03-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,39.87
01-03-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,34.13
01-03-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,33.91
01-03-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,27.17
01-03-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,25.4
01-03-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,20.27
01-03-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,553790
01-03-21,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,32420
01-03-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,46175
01-03-21,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,47434
01-03-21,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,14756
01-03-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,55745
01-03-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,7062
01-03-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,6545
01-03-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,12079
01-03-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,11664
01-03-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,19098
01-03-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_occupied,2849
01-03-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_occupied,8038
01-03-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_occupied,60452
01-03-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_occupied,142877
01-03-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_occupied,25970
01-03-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_occupied,52155
01-03-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_occupied,255248
01-03-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_occupied,225579
01-03-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_occupied,89848
01-03-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_occupied,81769
01-03-21,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_occupied,75150
01-03-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_occupied,36042
01-03-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_occupied,47379
01-03-21,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,69973
01-03-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,17874
01-03-21,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,121412
01-03-21,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,40596
01-03-21,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,41267
01-03-21,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,26496
01-03-21,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,43938
01-03-21,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,15666
01-03-21,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,56560
01-03-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,133068
01-03-21,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,18525
01-03-21,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,45238
01-03-21,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,84367
01-03-21,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,40255
01-03-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,60906
01-03-21,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,61367
01-03-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,20158
01-03-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,98200
01-03-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,215872
01-03-21,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,21622
01-03-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,55399
01-03-21,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,40150
01-03-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,76306
01-03-21,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,14072
01-03-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,80139
01-03-21,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,24816
01-03-21,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,28564
01-03-21,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,13025
01-03-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,16637
01-03-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,28730
01-03-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,21291
01-03-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,32264
01-03-21,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,47639
01-03-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,15424
01-03-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,111100
01-03-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,47670
01-03-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,23724
01-03-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,295870
01-03-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,90706
01-03-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,20090
01-03-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,23969
01-03-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,30798
01-03-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,46029
01-03-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,24290
01-03-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,51294
01-03-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,54755
01-03-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,19342
01-03-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,98916
01-03-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,72780
01-03-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,37649
01-03-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,9889
01-03-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,4762
01-03-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,6657
01-03-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_all,1985954
01-03-21,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_all,145967
01-03-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_all,403334
01-03-21,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_all,149563
01-03-21,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_all,53173
01-03-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_all,182808
01-03-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_all,29344
01-03-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_all,52076
01-03-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_all,91899
01-03-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_all,65074
01-03-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_all,66643
01-03-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_all,9164
01-03-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_all,86518
01-03-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_all,106210
01-03-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_all,525831
01-03-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_all,141951
01-03-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_all,244088
01-03-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_all,638294
01-03-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_all,327856
01-03-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_all,160334
01-03-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_all,108385
01-03-21,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_all,88623
01-03-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_all,78933
01-03-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_all,84968
01-03-21,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_all,89968
01-03-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_all,47454
01-03-21,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_all,152376
01-03-21,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_all,84601
01-03-21,ตรัง,Trang ,ภาคใต้,south,no_tourist_all,58195
01-03-21,ระนอง,Ranong ,ภาคใต้,south,no_tourist_all,34749
01-03-21,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_all,57022
01-03-21,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_all,21056
01-03-21,ยะลา,Yala ,ภาคใต้,south,no_tourist_all,67418
01-03-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_all,190988
01-03-21,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_all,21581
01-03-21,กระบี่,Krabi ,ภาคใต้,south,no_tourist_all,65522
01-03-21,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_all,121089
01-03-21,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_all,138925
01-03-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_all,90739
01-03-21,สตูล,Satun ,ภาคใต้,south,no_tourist_all,101763
01-03-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_all,37399
01-03-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_all,125841
01-03-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_all,386284
01-03-21,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_all,50391
01-03-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_all,106219
01-03-21,ตาก,Tak ,ภาคเหนือ,north,no_tourist_all,57363
01-03-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_all,130985
01-03-21,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_all,32320
01-03-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_all,90644
01-03-21,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_all,57836
01-03-21,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_all,84906
01-03-21,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_all,64048
01-03-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_all,41546
01-03-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_all,42859
01-03-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_all,53332
01-03-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_all,50993
01-03-21,น่าน,Nan ,ภาคเหนือ,north,no_tourist_all,58627
01-03-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,43521
01-03-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,250457
01-03-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,71918
01-03-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,62551
01-03-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,484722
01-03-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,186790
01-03-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,37889
01-03-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,90384
01-03-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,69664
01-03-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,111490
01-03-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_all,67625
01-03-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,67540
01-03-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,128106
01-03-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,36657
01-03-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,224961
01-03-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,163126
01-03-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,70834
01-03-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,30361
01-03-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,15940
01-03-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_all,19531
01-03-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_thai,1927628
01-03-21,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_thai,145829
01-03-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_thai,400981
01-03-21,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_thai,149399
01-03-21,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_thai,53173
01-03-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_thai,182747
01-03-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_thai,29344
01-03-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_thai,52076
01-03-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_thai,91708
01-03-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_thai,64909
01-03-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_thai,66373
01-03-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_thai,9164
01-03-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_thai,86518
01-03-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_thai,106195
01-03-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_thai,525583
01-03-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_thai,141879
01-03-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_thai,244042
01-03-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_thai,638044
01-03-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_thai,327726
01-03-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_thai,158940
01-03-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_thai,108293
01-03-21,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_thai,88255
01-03-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_thai,78933
01-03-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_thai,84968
01-03-21,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_thai,89720
01-03-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_thai,47454
01-03-21,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_thai,151246
01-03-21,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_thai,84601
01-03-21,ตรัง,Trang ,ภาคใต้,south,no_tourist_thai,58164
01-03-21,ระนอง,Ranong ,ภาคใต้,south,no_tourist_thai,34689
01-03-21,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_thai,57004
01-03-21,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_thai,21056
01-03-21,ยะลา,Yala ,ภาคใต้,south,no_tourist_thai,67418
01-03-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_thai,190988
01-03-21,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_thai,21581
01-03-21,กระบี่,Krabi ,ภาคใต้,south,no_tourist_thai,65358
01-03-21,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_thai,121035
01-03-21,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_thai,137933
01-03-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_thai,90236
01-03-21,สตูล,Satun ,ภาคใต้,south,no_tourist_thai,101708
01-03-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_thai,37338
01-03-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_thai,125368
01-03-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_thai,382766
01-03-21,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_thai,50391
01-03-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_thai,106117
01-03-21,ตาก,Tak ,ภาคเหนือ,north,no_tourist_thai,57297
01-03-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_thai,130868
01-03-21,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_thai,32210
01-03-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_thai,90342
01-03-21,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_thai,57702
01-03-21,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_thai,84436
01-03-21,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_thai,63919
01-03-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_thai,41093
01-03-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_thai,42859
01-03-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_thai,53332
01-03-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_thai,50413
01-03-21,น่าน,Nan ,ภาคเหนือ,north,no_tourist_thai,58539
01-03-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,43521
01-03-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,250372
01-03-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,71852
01-03-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,62483
01-03-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,483081
01-03-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,186609
01-03-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,37889
01-03-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,90384
01-03-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,69664
01-03-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,111441
01-03-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_thai,67625
01-03-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,67508
01-03-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,127950
01-03-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,36657
01-03-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,224917
01-03-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,163101
01-03-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,70778
01-03-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,30361
01-03-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,15940
01-03-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_thai,19531
01-03-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,58326
01-03-21,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,138
01-03-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,2353
01-03-21,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,164
01-03-21,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,0
01-03-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,61
01-03-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,0
01-03-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0
01-03-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,191
01-03-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,165
01-03-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,270
01-03-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,0
01-03-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,0
01-03-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,15
01-03-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,248
01-03-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,72
01-03-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,46
01-03-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,250
01-03-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,130
01-03-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,1394
01-03-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,92
01-03-21,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,368
01-03-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,0
01-03-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,0
01-03-21,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,248
01-03-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,0
01-03-21,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,1130
01-03-21,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,0
01-03-21,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,31
01-03-21,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,60
01-03-21,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,18
01-03-21,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,0
01-03-21,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,0
01-03-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,0
01-03-21,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,0
01-03-21,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,164
01-03-21,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,54
01-03-21,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,992
01-03-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,503
